State,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,color,tooltip_02,tooltip_03,tooltip_04,tooltip_05,tooltip_06,tooltip_07,tooltip_08,tooltip_09,tooltip_10,tooltip_11,tooltip_12,tooltip_13,tooltip_14,tooltip_15,tooltip_16,tooltip_17,tooltip_18,tooltip_19
South Dakota,1421.5049139666826,1618.2885967401994,1697.532066877633,1869.6123218124178,1855.9733797201845,1782.9516374946024,1780.0284698785244,1881.2218129444054,2369.3000349516856,2393.2032619280135,1852.6887885774981,1635.8117792730004,1536.1070352413833,1666.3777686043288,1559.4860256812258,1534.0418074323493,1658.4951302289096,1667.4381857090652,#d3d3d3,1,1.1384333468284649,1.1941795277658955,1.315234511990043,1.305639791663559,1.2542704706657042,1.2522140812805131,1.323401554550305,1.6667547271012935,1.683570164558788,1.3033291481262665,1.1507605518635167,1.080620277952403,1.1722631080847503,1.0970669255933203,1.079167431895564,1.1667178311757715,1.1730090901030448
Tennessee,871.6902544296859,935.0335535129547,1033.5028904745689,1105.1998612624793,1059.0695899014001,1021.734065911669,1044.4609469124898,1057.7211953529277,1316.181322646118,1478.36671942534,1401.9877264644283,1285.7019255650864,1189.3800669282566,1208.784787103679,1166.1472620702277,1207.9757622490642,1187.55379000092,1170.2820909179027,#d3d3d3,1,1.0726672103552561,1.1856308880621258,1.2678814012731736,1.2149609158981702,1.1721297338355023,1.1982019319418011,1.2134140424054125,1.509918593167301,1.695977111035364,1.6083553984226842,1.4749527358273298,1.3644526377163908,1.3867136645855258,1.33780004553704,1.38578555411222,1.3623575392361036,1.3425435066766627
Texas,1016.8024450080331,1112.2135554919382,1206.307647300756,1248.3013262067332,1354.559719579303,1216.010584708214,1175.6136127661416,1247.5921871978885,1972.8369445270303,1865.9477585460008,1410.6080502025732,1272.971779290163,1228.8220949314723,1246.7401060342045,1252.3864730091238,1224.017892830198,1260.3356017823305,1339.5179131188936,#d3d3d3,1,1.0938344620947005,1.186373668968927,1.2276734112267709,1.3321759071582497,1.1959162673911619,1.1561868468528849,1.2269759905898259,1.94023623193731,1.8351133671116016,1.3872980509910446,1.251936190299096,1.2085160701219244,1.22613798988687,1.2316910518436346,1.203791256442669,1.2395088229477786,1.3173826633631973
Utah,705.8244154765422,757.3212563493975,835.5279040302248,883.5490715124866,879.1027333583743,846.5553894957452,819.1856482786592,1186.0778087405433,1215.0625990634953,1051.9526136537027,857.4372915025157,797.6163556915591,727.8206867852624,746.2297479818108,721.9794023023491,751.3730215574254,715.4474057112238,693.3195404759113,#d3d3d3,1,1.0729598463069414,1.1837616915902696,1.25179726308554,1.245497766983368,1.199385245017612,1.160608262219975,1.6804148209293026,1.72147997776917,1.4903885308975457,1.214802538282288,1.1300492561638618,1.0311639422304049,1.057245586323319,1.0228881099485623,1.0645324886503547,1.0136336885260404,0.9822833062636575
Vermont,1003.4236365463967,1156.6960166936321,1356.6311279630631,1335.2930900249605,1417.13385349434,1324.2234654298434,1261.029189778531,1372.1045969657873,2235.3086566061074,1406.9996844102702,1574.5684919391872,1407.396688311031,1254.6849401264988,1323.2254728747037,1352.0483519087877,1312.0230140982335,1332.8173318823838,1338.732458402165,#d3d3d3,1,1.1527494216448513,1.352002363261387,1.3307371297538881,1.4122986562005448,1.3197052742225426,1.2567266146119163,1.3674230374802852,2.227681883496025,1.4021990644479032,1.5691961347039505,1.40259471378912,1.2504040112558024,1.3187106867733427,1.347435223433937,1.3075464502849268,1.3282698187873079,1.3341647631600955
Virginia,763.9401110779252,826.7541491920621,874.4687770767842,907.5035629765061,909.4408115287407,904.9960869933202,872.5125412964585,873.6569751697572,1438.1517344993026,1307.2789303431225,1208.776031874521,959.5423639151518,854.6695075077193,846.3131042319834,876.4022762719459,917.9030468217883,870.5904559273814,907.436103394866,#d3d3d3,1,1.0822237727843689,1.1446823702487652,1.1879250085402793,1.1904608729675328,1.1846427146185112,1.142121651480424,1.143619719007843,1.8825451284002614,1.7112322175340973,1.58229161467766,1.2560439620865442,1.1187650643213043,1.1078265062399058,1.1472133267558575,1.2015379654913265,1.1396056357074533,1.1878367037364577
Washington,902.0062280571577,962.9937838255208,998.9535024933256,1031.6670750527867,989.5736210706758,968.9928440562536,1040.5779862520326,1577.6554166050432,1581.769741097406,1502.2816274319391,1125.9650741842588,1085.4718969594232,1049.702977102734,1034.2460018887082,1076.490684298852,1015.0117599883716,972.0390162902282,949.929719778325,#d3d3d3,1,1.0676132313406803,1.107479606482301,1.1437471748669708,1.0970806966622952,1.0742640282466553,1.153626165634517,1.7490515780619105,1.7536128819247725,1.6654891958647802,1.248289689317876,1.2033973416097519,1.163742493623023,1.146606275786347,1.1934404118445152,1.1252824297839028,1.0776411360084674,1.0531298900500834
West Virginia,1299.932830169572,1321.1059259058295,1410.2658650186006,1556.1146338879962,1577.1761806708935,1559.5986775739107,1361.1622511586447,1487.1738547491234,2130.0729629743946,2072.0368279053737,1705.340655930924,1485.5710379115365,1353.4574670238303,1389.319716861305,1375.331273650722,1542.9366850375309,1371.4372837055184,1501.2946944861,#d3d3d3,1,1.0162878382981493,1.0848759507324974,1.197073108527466,1.2132751355046214,1.199753280614096,1.0471019883243393,1.1440389997344143,1.6386023289345908,1.5939568413200882,1.3118682876164207,1.142805999997514,1.041174925051532,1.0687626965156907,1.0580017995786095,1.1869357010056125,1.0550062679212577,1.1549017454157697
Wisconsin,730.8177748432712,841.7277937089261,856.8763715913803,868.794092719795,850.2804696597779,818.2239107050124,867.6444229592468,1712.641742001028,1506.720696941366,1329.4752500436073,1169.702118999239,1048.528185572837,1034.7208856205139,1011.2165145025114,969.9361844818926,978.6287682708022,954.3365051319643,965.1439510184019,#d3d3d3,1,1.1517615234378233,1.1724897793778255,1.188797156590935,1.1634644078575214,1.1196004515359332,1.1872240287879137,2.34345934233512,2.0616913665851824,1.8191610765470534,1.6005386831896495,1.4347327359377662,1.4158397910373988,1.3836780512342814,1.3271929308094648,1.339087255343065,1.3058474191280147,1.3206355732458526
Wyoming,1220.9737967539647,1364.0283612875787,1502.828760142341,1671.8610188682537,1713.1177840291427,1620.4391629355478,1394.2107646085155,1469.7033489882992,1647.232831229316,2013.5758850124305,1789.892257126658,1357.2233155417748,1309.944334510445,1371.3364369091596,1383.6190343749336,1309.014511526249,1262.0515839286998,1408.8802634993428,#d3d3d3,1,1.1171643199173753,1.2308443998861445,1.3692849292204312,1.4030749788272063,1.327169483279319,1.1418842634584887,1.203714078791533,1.3491139904956089,1.6491556906181344,1.4659546846010936,1.1115908622691477,1.072868507082637,1.1231497682873648,1.1332094415567078,1.072106964953995,1.0336434633437204,1.1538988529032639
